"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgyLwm8JBD6Uer7tUB94AaABAg","Mariya R","/channel/UCegocebBf41uZk7vlCZcwtw","https://yt3.ggpht.com/a/AATXAJx3GVSjfeWGLlMA4-QzUTm9ZiLSw6rzw7b36w=s48-c-k-c0xffffffff-no-rj-mo","The irony here is India is among the countries that wastes most water ! So the problem here is the government hasn’t done anything store  the waters, india is a country where there are floods each year, this means that there aren’t any good measures to store the water we are getting from monsoons. The government should take the nation as a whole and unite all the water bodies and supply water to every place instead of depleting the ground water.",1,"1 week ago",1584040565525,false,false,,,,,,,,,,,
"UgwraPyJh8jGZ5IUivZ4AaABAg","Waleed Zia","/channel/UCoEKxUEN2ef5zJbI9ilrM_g","https://yt3.ggpht.com/a/AATXAJxKLPoyCZZ6keAMNU9czMoSLNJ6N0-w6NCRow=s48-c-k-c0xffffffff-no-rj-mo","It's simple, steal Pakistan's and Bangladesh's water and divert it to your own lands.",0,"1 month ago",1582139765527,false,false,,,,,,,,,,,
"UgytBBAiFhzhn0H8agd4AaABAg","Shyam Babu Manjhi","/channel/UCfmDwXd7dy92fHESBR4QvDA","https://yt3.ggpht.com/a/AATXAJxFc4kJGxINLCuPVA8q27cp6SLyxnUH_JRtBw=s48-c-k-c0xffffffff-no-rj-mo","Entire media houses should learn from you guys.\nI don't know why Some news channel constantly receiving India No.1 channel.? \nThere is only going debate about Mandir-masjid,Gov.etc",0,"3 months ago",1576782965529,false,false,,,,,,,,,,,
"UgzEWiGdHNveo1KC0Cx4AaABAg","Mature","/channel/UCoM2TsYP6dck6Zs2phyIQMQ","https://yt3.ggpht.com/a/AATXAJyVrQN4frS9NYYHNh3sIooUDUMgUoY3FAx_tQ=s48-c-k-c0xffffffff-no-rj-mo","Buzdil Modi der gaya media ko ultay sidahy ahkamat media jhoot ziyada say ziyada bolay",0,"4 months ago",1574190965531,false,false,,,,,,,,,,,
"Ugwm8UCQ94hwKxR7T8F4AaABAg","Chirascm Productions","/channel/UCved1nlQkN1GbAA9EHtyKdA","https://yt3.ggpht.com/a/AATXAJwrPEnFAhQri76A9hXFM_ajgx7NCnNysZPtyw=s48-c-k-c0xffffffff-no-rj-mo","WATCH THIS SHORT FILM AND PLEASE DONT SUBSCRIBE UNTILL YOU FEEL\nhttps://youtu.be/KSngLhNLneg ITS WORTH WATCHING",0,"4 months ago",1574190965532,true,false,,,,,,,,,,,
"UgyWZ-ofylTNrQQlj_p4AaABAg","H J","/channel/UCf41oRHqMgQJ7AJXR0pyFSg","https://yt3.ggpht.com/a/AATXAJwf7XMmz-VrAPQGYgY1e4ptegAdsowOOVZHog=s48-c-k-c0xffffffff-no-rj-mo","Chennai has plenty of water. Over 1000 waterbodies in Chennai are polluted and people are so callous that they can afford to lose precious water. This NGO guy is fake. He doesn't clean water body inside Chennai. But go to outskirts where water is already unpolluted.  Unlike Aditi, this NGO guy is not from water background. This NGO guy in studio is doing a lot of publicity stunts to garner some foreign funds. Don't know what he is doing in Chennai, if Chennai continues to have water crisis? The BBC doesn't ask what he is doing in Chennai? Where? How many impurities removed? What about maintenance? How much money he spent on waterbodies?",0,"5 months ago",1571512565533,false,false,,,,,,,,,,,
"UgxSJkOJZUKEISC54Lx4AaABAg","Parth Radhakrishnan","/channel/UCp2hFL6Uliq2Iyg35yZEHLg","https://yt3.ggpht.com/a/AATXAJzk241hKmutLPQPgWHvne_fy2siKGH1aiXPpw=s48-c-k-c0xffffffff-no-rj-mo","We are so slow in implementing many plans.. it is not a new issue other countries have not faced before. just follow israel and start large scale sea water desalination process. population plateau will take 50 years and further decline in population to pre independence era  will take another 150 years.. no one living today will be alive including even this rant written on this post will survive that long. so as we humans always do.. just temporarily solve the problem and throw the heavier burden to the next generation",0,"6 months ago",1568920565534,false,false,,,,,,,,,,,
"UgzYh0LrActDsiucpip4AaABAg","shara 995","/channel/UCSgv79ZbwHSRiRy9xrwOYBA","https://yt3.ggpht.com/a/AATXAJzQ8eJFDjxbQ2UVcYPyr9NCPXIOkE0boTaDxQ=s48-c-k-c0xffffffff-no-rj-mo","Most of the cities are flooded because of poor rainwater drainage system. Rain water should be used to recharge the groundwater and wells but it is getting flooded in India? Why?",0,"6 months ago",1568920565535,false,false,,,,,,,,,,,
"UgyxBsrMlti0Q_MRjjd4AaABAg","shara 995","/channel/UCSgv79ZbwHSRiRy9xrwOYBA","https://yt3.ggpht.com/a/AATXAJzQ8eJFDjxbQ2UVcYPyr9NCPXIOkE0boTaDxQ=s48-c-k-c0xffffffff-no-rj-mo","Rain water should go to lakes and reservoirs. But it gets merged with sea and ocean. What the hell is happening? Rain water should be routed to groundwater recharge. Government should stop real estate construction and do proper storm water drainage system. Do the works which are essential",1,"6 months ago",1568920565536,true,false,,,,,,,,,,,
"Ugw9sRmMLctn-XPE2Od4AaABAg","Raja Mohan","/channel/UCTzf2xavChhnkc_bQY58RBg","https://yt3.ggpht.com/a/AATXAJxgIcTAK17F2R1jOmpW0YSSI3w4a1Tq8aU3vg=s48-c-k-c0xffffffff-no-rj-mo","https://youtu.be/lvpUZYbh8mk",0,"6 months ago",1568920565537,false,false,,,,,,,,,,,
"Ugx7lU6vXgA_hvd5IoB4AaABAg","Zeli Ang","/channel/UCKuQfhXsyTuU1UUKUNDLTBA","https://yt3.ggpht.com/a/AATXAJw_JTldMSwCEWTG9W97JD_DAmexf2L84YOmmg=s48-c-k-c0xffffffff-no-rj-mo","Destlisation govt is working on that",1,"6 months ago",1568920565538,false,false,,,,,,,,,,,
"Ugxewkzt_k4nO7G435J4AaABAg","Uncle Fjester","/channel/UC1gEbkkVnSNXH9ThytRUaSQ","https://yt3.ggpht.com/a/AATXAJwwowpdwwTGCPOrNwD2cXx1-hrq-xQLnZ1adw=s48-c-k-c0xffffffff-no-rj-mo","God Know this isnt cuz of cleaning anything",1,"7 months ago",1566242165539,false,false,,,,,,,,,,,
"UgxZ6AlyECPA1cZQuBB4AaABAg","Cave Man","/channel/UCKgeQYrbK2Cpz5LV7tq8rvw","https://yt3.ggpht.com/a/AATXAJzvP284Gx3n-FkKqclt-8VHILryj3whetHtDw=s48-c-k-c0xffffffff-no-rj-mo","The Primary Water Institute – More Scientific Evidence “Water is a RENEWABLE” = the Earth makes water deep within and WE CAN “EASILY” ACCESS IT . . . READ MORE – LEARN MORE – we have been tricked by the powers that be into thinking water is scarce and we are running out . . We have not been told the TRUTH . . . The Earth makes water continually, within . . .\n“A NEW PERSPECTIVE ON SOURCE OF THE POST-NAPA QUAKE WATER”\nSeptember 26, 2014\nAs Solano County enjoys an incredible new flow of water in local creeks after the recent Napa earthquake, experts are speculating what might be the source of this “bonus from nature” LINK . Officials report that at least 200,000 gallons of water per day are flowing from Wild Horse Creek, with many other areas reporting similar phenomena. Water quality tests performed by local public works officials confirm that the new water is pure enough to drink. This new water is being added to municipal drinking water supplies…a great blessing to local residents.\nAlthough federal government geologists report that the new flow of water is likely “shallow groundwater” suddenly released from opening of fractures, other theories exist that offer great hope for a thirsty world.",0,"7 months ago",1566242165540,false,false,,,,,,,,,,,
"UgzV-lbb4yz4gOgbtaV4AaABAg","Waleed Zia","/channel/UCoEKxUEN2ef5zJbI9ilrM_g","https://yt3.ggpht.com/a/AATXAJxKLPoyCZZ6keAMNU9czMoSLNJ6N0-w6NCRow=s48-c-k-c0xffffffff-no-rj-mo","By cutting off Pakistan and Bangladesh's water, ofcourse.",0,"7 months ago",1566242165541,false,true,"EkQSCzNNN3M2U3VwV3lVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd6Vi1sYmI0eXo0Z09nYnRhVjRBYUFCQWciAggAKhhVQzE2bmlScjUwLU1TQndpTzNZRGIzUkEyCzNNN3M2U3VwV3lVQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgzV-lbb4yz4gOgbtaV4AaABAg.8yQcC9lPw7b8yuj8xhWQ-c","Zeli Ang","/channel/UCKuQfhXsyTuU1UUKUNDLTBA","https://yt3.ggpht.com/a/AATXAJw_JTldMSwCEWTG9W97JD_DAmexf2L84YOmmg=s32-c-k-c0xffffffff-no-rj-mo","Lol",0,"6 months ago",1568920565807,false
"Ugw_0ukUt3qec4hT_jl4AaABAg","Nidhi K","/channel/UCdsNQpYX2DUDMFXalY6cLXA","https://yt3.ggpht.com/a/AATXAJw4Pi3sB1pos7-vDd5uYPgvGCPLIf0PXTczNw=s48-c-k-c0xffffffff-no-rj-mo","Very informative video !",0,"7 months ago",1566242165543,false,false,,,,,,,,,,,
"Ugw1A3sOVXWsMnuwytJ4AaABAg","lie01234","/channel/UC1OgXRgGpohTKyDmYAuZA3g","https://yt3.ggpht.com/a/AATXAJwV4LWjfSI00D9rLTR3szclslvMtq6DWQO9nw=s48-c-k-c0xffffffff-no-rj-mo","Can't they char all those fertilizer they do in the street because no access to toilets and use those charred fertilizer to filter their urine to drink?",0,"7 months ago",1566242165544,false,false,,,,,,,,,,,
"UgwgRGg_fa2rQ53J-4t4AaABAg","Uma D","/channel/UC7Ta_6C7poneOliPD8YFJ_Q","https://yt3.ggpht.com/a/AATXAJx6aIwih4eUk5G_Rqs3PvBJQkk1jL1c7KHz1g=s48-c-k-c0xffffffff-no-rj-mo","Excellent work on thinking about water.. \nWhat about covered  Drains (like US cities have) and huge pipes along road side to capture rain water and sink it to ground or divert it to a lake.. Each citizen can contribute two days of labor or donate money to get the drains installed in their streets..Let us take the responsibly instead of depending on government to solve everything... Also each citizen should work on planting at least 10 trees in common areas (parks, schools, colleges, backyards, near wildlife sanctuaries etc) and help growing it..   yaa",2,"7 months ago",1566242165545,true,true,"EkQSCzNNN3M2U3VwV3lVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd3Z1JHZ19mYTJyUTUzSi00dDRBYUFCQWciAggAKhhVQzE2bmlScjUwLU1TQndpTzNZRGIzUkEyCzNNN3M2U3VwV3lVQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgwgRGg_fa2rQ53J-4t4AaABAg.8xhBTKSBHWQ8zGJOOoARlK","Uma D","/channel/UC7Ta_6C7poneOliPD8YFJ_Q","https://yt3.ggpht.com/a/AATXAJx6aIwih4eUk5G_Rqs3PvBJQkk1jL1c7KHz1g=s32-c-k-c0xffffffff-no-rj-mo","@Aditya SinhaThank you for your response! Sad to see some of the State governments are busy ignoring the issues..  Can you please talk to right officials? submit requests in public forms ? \n BTW Isha is doing some saving river activity called -Cauvery Calling. Action, and it is worth checking. Thank you again!\nUma from US",0,"6 months ago",1568920565804,true
"UgyXOquokfmQnmqeYFZ4AaABAg","Debabrata Sahoo","/channel/UClxaBKb06t75km_vy-B9Opw","https://yt3.ggpht.com/a/AATXAJxmJ9uNjOsR8mI78M41Lf3IMZY5JYELBAn9uQ=s48-c-k-c0xffffffff-no-rj-mo","Indian govt should properly action more dam over river in india which waste some small river",0,"7 months ago",1566242165547,false,false,,,,,,,,,,,
"Ugw8XpPROmnsk-oyY9V4AaABAg","rajeev3983","/channel/UCEzjAEPhSSg12n2ltgigkww","https://yt3.ggpht.com/a/AATXAJznbqgfXPUHDXSGE1i7Xo6OlNb16DwKfpupEw=s48-c-k-c0xffffffff-no-rj-mo","Any crisis in india can only be tackled if thanos snaps his fingers and makes half of the population dissappear and india will still be the second most populated country in the world",1,"7 months ago",1566242165548,false,true,"EkQSCzNNN3M2U3VwV3lVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd3OFhwUFJPbW5zay1veVk5VjRBYUFCQWciAggAKhhVQzE2bmlScjUwLU1TQndpTzNZRGIzUkEyCzNNN3M2U3VwV3lVQAFICg%3D%3D",3,,,,,,,,,
,,,,,,,,,,,,"Ugw8XpPROmnsk-oyY9V4AaABAg.8xfMarkNee18zNb3QJnkK5","rajeev3983","/channel/UCEzjAEPhSSg12n2ltgigkww","https://yt3.ggpht.com/a/AATXAJznbqgfXPUHDXSGE1i7Xo6OlNb16DwKfpupEw=s32-c-k-c0xffffffff-no-rj-mo","@Aditya Sinha oh seriously! Shit I thought thans was real",0,"6 months ago",1568920565829,false
,,,,,,,,,,,,"Ugw8XpPROmnsk-oyY9V4AaABAg.8xfMarkNee18zNjmi3Bp7z","rajeev3983","/channel/UCEzjAEPhSSg12n2ltgigkww","https://yt3.ggpht.com/a/AATXAJznbqgfXPUHDXSGE1i7Xo6OlNb16DwKfpupEw=s32-c-k-c0xffffffff-no-rj-mo","@Aditya Sinha it is real you can mind your own business and get lost",0,"6 months ago",1568920565829,false
,,,,,,,,,,,,"Ugw8XpPROmnsk-oyY9V4AaABAg.8xfMarkNee18zNrvy68I3I","rajeev3983","/channel/UCEzjAEPhSSg12n2ltgigkww","https://yt3.ggpht.com/a/AATXAJznbqgfXPUHDXSGE1i7Xo6OlNb16DwKfpupEw=s32-c-k-c0xffffffff-no-rj-mo","@Aditya Sinha hey aditya what is wrong with your idiotic attention seeking self you moron... Get the fuck outta here",0,"6 months ago",1568920565831,true
"UgysDSPyWxK1dTq0BZx4AaABAg","Nijesh Digital Marketing","/channel/UCVTqq_0s7fuJxLCIra8qnEg","https://yt3.ggpht.com/a/AATXAJwBjsZFAMp06xG5ysC36nwi_oMMOAPJjNXmMg=s48-c-k-c0xffffffff-no-rj-mo","MODI GOVT MULLS WATER REGULATORY BILL TO RESOLVE WATER SCARCITY\n\n\n\nThe Narendra Modi Govt is considering bringing a model law to resolve the country’s water scarcity with the cooperation of state governments. The Centre is said to be working on the proposed regulatory mechanisms called the model water resources regulatory authority bill.\n\nThe law is being introduced at a time when over a third of the districts in the nation are suffering from the said crisis. The government has identified 1,592 blocks in 256 districts as seriously water-depleted. Last month, PM Modi wrote to village administrations across the country asking them to conserve water.\n\nREAD MORE STORIES : \n\nhttps://www.beyondpinkworld.com/news/law-governance/new-law-water-conservation-5560",0,"8 months ago",1563563765549,false,false,,,,,,,,,,,
"UgxFrYPxpLrCb2r-0T54AaABAg","fredocorleone","/channel/UC-GNxQQlzTevyuJU6Jb9wBA","https://yt3.ggpht.com/a/AATXAJyySGW5g1NGsDLHaz7xkpPLqvtkbVTyyS_DPg=s48-c-k-c0xffffffff-no-rj-mo","India should spend some money on science - researching overpopulation and its consequences. India will supposedly be testing the limits on upwards near 2 billion people this century on their tiny area of land. This is absolutely ridiculous and irresponsible on such a small area of the world's land. So now that India has used up their water, 100s of millions of Indians will want to migrate from their screwed up and irresponsible country, to your country this decade. I don't live in the UK, but I have heard many Indians complain about the ""racism"" they experience in the UK. I think Indians need to fix their problems at home instead of blaming other cultures for not allowing more Indians to migrate into various foreign countries. Indians need to take more responsibility for the harm and pressures they are putting onto the world's environment. Don't allow Indians to escape from the problems that they've created in their own country and migrate to your country until they fix their home first.",0,"8 months ago",1563563766249,false,false,,,,,,,,,,,
"UgzxdUTVoPRcdgfZBbd4AaABAg","Anita Sharma","/channel/UCQsfvDu24gHEsJPQRv8O80w","https://yt3.ggpht.com/a/AATXAJwkEpY7iQPoZKFt9QFWV4pJNhHl_KWQ1DMLSw=s48-c-k-c0xffffffff-no-rj-mo","You can see for yourself how Britain managed to rule Indian subcontinent for over 250 years typical Indian attitude don't solve your problems by inventing new and better technology by using your brains instead don't do anything for as long as possible let the poor and destitutes suffer and die and face towards the western countries with teary eyes like a beggar and expect that they would invent something to rescue us from this severe crisis what a pathetic attitude.\nIdiots desalinate Indian Ocean water at large scales to fullfil the water needs of coastal Indian states ,and tell your isro or some other group of researchers and scientists in other institutes that can get to mars wasting millions of dollars but can't do artificial rainfall in different parts of India,plant billions of trees to maintain water level and the most important of them all ban on having children for next 20 years if anyone does that execute them including rich people and politicians.",1,"8 months ago",1563563766250,false,false,,,,,,,,,,,
"UgxrRxc0aXg-bLXHDHt4AaABAg","Balaji Jatoth","/channel/UCfacoSbBbuhBH4cve4dCRbA","https://yt3.ggpht.com/a/AATXAJy7vsPZY0onxHEu5OiYZQiqCN3uAV0uBq3s_Q=s48-c-k-c0xffffffff-no-rj-mo","This anchor's voice is so clear.",1,"8 months ago",1563563766251,false,false,,,,,,,,,,,
"UgyWexqKkorjt2OOfwB4AaABAg","Samuel K","/channel/UC2rPElhysFzbQ_fkV75tXIA","https://yt3.ggpht.com/a/AATXAJyKzcFFKzXqc48mOfKTYejECe1PinPaPH9Z3g=s48-c-k-c0xffffffff-no-rj-mo","Maybe by not shitting in the streets",0,"8 months ago",1563563766252,false,true,"EkQSCzNNN3M2U3VwV3lVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5V2V4cUtrb3JqdDJPT2Z3QjRBYUFCQWciAggAKhhVQzE2bmlScjUwLU1TQndpTzNZRGIzUkEyCzNNN3M2U3VwV3lVQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgyWexqKkorjt2OOfwB4AaABAg.8xJPIwLIl_p8xNmGkukqSw","Zeli Ang","/channel/UCKuQfhXsyTuU1UUKUNDLTBA","https://yt3.ggpht.com/a/AATXAJw_JTldMSwCEWTG9W97JD_DAmexf2L84YOmmg=s32-c-k-c0xffffffff-no-rj-mo","Our streets our rivers our shit why u care so much",0,"8 months ago",1563563766510,false
"UgxKEKIe-2ipu-3bWsd4AaABAg","Fred Hoffman","/channel/UCj7imCJw8w5J5_dHWm3q6Uw","https://yt3.ggpht.com/a/AATXAJwl5ExNR0zwz4tdxjorDXoHsQE3frZgS-jhrQ=s48-c-k-c0xffffffff-no-rj-mo","Indian Ocean, desalination plants, problem solved. You have nukes don't you?\nTake the water from those IRS/Microsoft  scammers that keep calling me.",2,"8 months ago",1563563766253,false,true,"EkQSCzNNN3M2U3VwV3lVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4S0VLSWUtMmlwdS0zYldzZDRBYUFCQWciAggAKhhVQzE2bmlScjUwLU1TQndpTzNZRGIzUkEyCzNNN3M2U3VwV3lVQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgxKEKIe-2ipu-3bWsd4AaABAg.8xG-uJmcc5Y8xI5cG6qKVx","Bhaskar Maity","/channel/UCiUZgEyAEyGq61mVJxx7vAQ","https://yt3.ggpht.com/a/AATXAJyoGBhilh9d7G2qWQD0wou8H_228CGPfSVOQg=s32-c-k-c0xffffffff-no-rj-mo","They will ruin the Indian Ocean.",2,"8 months ago",1563563766560,false
"Ugzg1_9yEMDITQHTXKt4AaABAg","APCWORLDSUXAZ","/channel/UCoRQz638BZZYofzoAOFBrQQ","https://yt3.ggpht.com/a/AATXAJypj3HhMpgv9pWK4ga8kx3dt9DaXXv9OjITPw=s48-c-k-c0xffffffff-no-rj-mo","75% of the world is salt water....figure it out its the 21st century...",2,"8 months ago",1563563766255,false,false,,,,,,,,,,,
"UgyOFgn9Ddn1HQb8TPd4AaABAg","Rockabilly hick","/channel/UCCsW64qSjsoGj9veM7TibTg","https://yt3.ggpht.com/a/AATXAJy7Q69O73MCAyFKupy5smj9EksgUttz00PHGg=s48-c-k-c0xffffffff-no-rj-mo","India seems to be in denial. Topography is the problem not climate change, population explosion and rampant corruption.",12,"8 months ago",1563563766256,false,false,,,,,,,,,,,
"UgwRkUjkiMA80_hP8e14AaABAg","Raine Sonne'","/channel/UCtb7mT2njppXI3tSpeEMCxQ","https://yt3.ggpht.com/a/AATXAJydayAfh3gEMt-gB45Y7QSfM6lxjNHXTja5LA=s48-c-k-c0xffffffff-no-rj-mo","Stop overbreeding! Cull your population by half! Nasty people!",1,"8 months ago",1563563766257,false,false,,,,,,,,,,,
"UgyYs3mMYNcZ6QC0txp4AaABAg","rebel lion","/channel/UCO3MMzc0vvaoPFT7wK1FdxQ","https://yt3.ggpht.com/a/AATXAJxM3VGYkxgeW2e0DylOGX7b9l5E30qMC7-KtQ=s48-c-k-c0xffffffff-no-rj-mo","By being fair on Indus water treaty and not violating it only the God will help u",2,"8 months ago",1563563766258,false,true,"EkQSCzNNN3M2U3VwV3lVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5WXMzbU1ZTmNaNlFDMHR4cDRBYUFCQWciAggAKhhVQzE2bmlScjUwLU1TQndpTzNZRGIzUkEyCzNNN3M2U3VwV3lVQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgyYs3mMYNcZ6QC0txp4AaABAg.8x7Qg5comeS8x8nQkRG56Q","Zeli Ang","/channel/UCKuQfhXsyTuU1UUKUNDLTBA","https://yt3.ggpht.com/a/AATXAJw_JTldMSwCEWTG9W97JD_DAmexf2L84YOmmg=s32-c-k-c0xffffffff-no-rj-mo","Yeah that's why it's too much raining here",0,"8 months ago",1563563766548,false
"UgzxxQ_oZ6-GLvfPibx4AaABAg","Kyle","/channel/UCBV50pwdboGGb-SNqfwCk2g","https://yt3.ggpht.com/a/AATXAJzf9GTRFg5_Rqqv62vD-TKFpNX_bb-Z4NCcAw=s48-c-k-c0xffffffff-no-rj-mo","To tackle overpopulation, India should invest in better education for the rural and poor. Without overpopulation India will have enough resources for everyone and the newly educated generation can create and support solutions for the water crisis",4,"8 months ago",1563563766260,false,false,,,,,,,,,,,
"UgxYtKN3_4iQ8sj5Nf94AaABAg","channelthegijoeshow","/channel/UCoIt7giPajncVPinJChyHNw","https://yt3.ggpht.com/a/AATXAJwJCbVSVrTq414lfDrv3FUDG1QNSovKxJeDTA=s48-c-k-c0xffffffff-no-rj-mo","8:29 - Decaying water??? Really, BBC? I shall try and ignore the thick accent of the presenter, but may I point that there seems to be a ""decay"" in your standards?",2,"8 months ago",1563563766261,true,false,,,,,,,,,,,
"Ugxf-KUwXxTd_qVoM1R4AaABAg","Movieclip comedy and entertainment","/channel/UC5UQdcMzXE4b5tpUpK2_5vA","https://yt3.ggpht.com/a/AATXAJyfPc6ffjZhlUpTqfzqOvMJC9OGMU9TMrsA_w=s48-c-k-c0xffffffff-no-rj-mo","BBC - British devil media.",1,"8 months ago",1563563766261,false,false,,,,,,,,,,,
"Ugxi9sOn8Y1j2GIkfuJ4AaABAg","gireesh neroth","/channel/UCnWsk61PoUfbkBcnS9vYJ_g","https://yt3.ggpht.com/a/AATXAJzJ2YSL4vUkzF8bIgYZwYZqVwWQVWzcZHUKzA=s48-c-k-c0xffffffff-no-rj-mo","Have you any idea how many million gallons of precious water is being wasted in India every day in the name of ablution for  religious prayers in the mosques.",7,"8 months ago",1563563766262,false,false,,,,,,,,,,,
"UgxqCOygV20NS2p_mA94AaABAg","Saqib Razzaq","/channel/UCWdw236UNUwMpG-VMEReSDQ","https://yt3.ggpht.com/a/AATXAJzuhXYUtKf1CLG30xqwtJUgOxBmfm6dq_0UXg=s48-c-k-c0xffffffff-no-rj-mo","Overpopulation is making all of these problems",7,"8 months ago",1563563766263,false,true,"EkQSCzNNN3M2U3VwV3lVwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd4cUNPeWdWMjBOUzJwX21BOTRBYUFCQWciAggAKhhVQzE2bmlScjUwLU1TQndpTzNZRGIzUkEyCzNNN3M2U3VwV3lVQAFICg%3D%3D",2,,,,,,,,,
,,,,,,,,,,,,"UgxqCOygV20NS2p_mA94AaABAg.8x55YuCu_Xv8yLO4v1pGqX","Ahmed Baloch","/channel/UCdE1cpS-_2cfcHwY0ZUuKsw","https://yt3.ggpht.com/a/AATXAJwlTMHymSlTU0tU3wbJEjjcQWWTDyGSon0jww=s32-c-k-c0xffffffff-no-rj-mo","Only two child birth policy allowed",1,"7 months ago",1566242166545,false
,,,,,,,,,,,,"UgxqCOygV20NS2p_mA94AaABAg.8x55YuCu_Xv9-B0Xj0W7w1","Cookie Bot","/channel/UCddnFVqb0KKNu2FMNI2XOVw","https://yt3.ggpht.com/a/AATXAJwirD2olCCoEvbDWUC0iugJgF-V2pHDyNFyFQ=s32-c-k-c0xffffffff-no-rj-mo","@Ahmed Baloch It should be one child policy",0,"5 months ago",1571512566546,false
"UgzzzguQlliiQ7APYwZ4AaABAg","RR Extra","/channel/UCXxsySyJ641TYt9gI-3jUsQ","https://yt3.ggpht.com/a/AATXAJyoA8T76RWf-GF4vlokNnRr5drcp2uymKPiCQ=s48-c-k-c0xffffffff-no-rj-mo","I don't trust a word that self proclaimed high castes say. You only look after your own kind.",1,"8 months ago",1563563766264,false,false,,,,,,,,,,,
