"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"Ugyv-28NrSx6hB8E0pV4AaABAg","mandy911","/channel/UCs2k8IKnaEZe9FvSacN1oTw","https://yt3.ggpht.com/a/AATXAJyKIfxcIw3UfBO4EmKitnmeh6bkc3qHuf_hkg=s48-c-k-c0xffffffff-no-rj-mo","Sir This Video was like a warning that we failed to understand as my City Sangli has been struggling with Floods. We were thinking after  2005 floods this won't repeat. But mother nature came back at us with a vengeance and bought all of us to the knees. Unfortunately people are busy with Kashmir 370 and they are not aware people are dying due to floods.",0,"6 months ago",1567620659141,false,false,,,,,,,,,,,
"Ugwnsoyb3BxR-pvMYn14AaABAg","Sakiul Amin","/channel/UCBKMISyL7ZiJxe1ry39yImA","https://yt3.ggpht.com/a/AATXAJxGO5Jui4y-K9ecZsR-HjCdJaXc-zUxc4576w=s48-c-k-c0xffffffff-no-rj-mo","Yesahi Hoga... BJP Sarkar kaam karne ki bakae hindu-muslim Ka danga Kar Raha hai..ab Kiya bikas Kiya biswas",0,"7 months ago",1564942259144,false,false,,,,,,,,,,,
"UgyEoGABM7nXRIrpmj94AaABAg","Prashant Kumar","/channel/UCc6_qBrh-DOvIM8ttwK-EkQ","https://yt3.ggpht.com/a/AATXAJwWZ6BGk8WqSmzUWohq4MfcZM99RwEHDadnJQ=s48-c-k-c0xffffffff-no-rj-mo","Very good sir",0,"8 months ago",1562263859146,false,false,,,,,,,,,,,
"UgwIalhHdLPhUKGxU7p4AaABAg","hark","/channel/UCRje5Y7tnv_IkIbr24fwrlw","https://yt3.ggpht.com/a/AATXAJy4GscLXto8cVC_Es489jK3-Xv-6Yh4qCdbJg=s48-c-k-c0xffffffff-no-rj-mo","No news channel reported Mumbai rains this well",4,"8 months ago",1562263859147,false,false,,,,,,,,,,,
"Ugx50duBTOGWjfaGExV4AaABAg","news universe","/channel/UCX-0Ilwt8IAfQ54Fuo0Zg0A","https://yt3.ggpht.com/a/AATXAJw18KuYVqs82DS9jpfFH8cIqSbLCWN1_MgCYg=s48-c-k-c0xffffffff-no-rj-mo","क्रप्शन  ओर जलवायु की आवाज दूर तक जानी चाहिए।",0,"8 months ago",1562263859148,false,false,,,,,,,,,,,
"UgySOUm2Opxzvaqry9t4AaABAg","R C","/channel/UCn5jhHhRWPTIuuFAN1mx0Gg","https://yt3.ggpht.com/a/AATXAJya0QX5zBzf0EudkV6kiS9yDxJO6GIOU6Hggg=s48-c-k-c0xffffffff-no-rj-mo","Jai Sri Ram ! Udhav Thackaray ko bolo Mumbai mein Ayodhya ka Ram Mandir banao, Bhagwan Ram Mumbai ka problem solve karenge. 🤚🤚🤚",1,"8 months ago",1562263859149,false,true,"EkQSC1o5TVJRZ3VEQ0VRwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd5U09VbTJPcHh6dmFxcnk5dDRBYUFCQWciAggAKhhVQ1pGTW0xbU13MEY4MVozN2FhRXpUVUEyC1o5TVJRZ3VEQ0VRQAFICg%3D%3D",2,,,,,,,,,
,,,,,,,,,,,,"UgySOUm2Opxzvaqry9t4AaABAg.8wwU_d5U70D8wxzgo1TMJf","rohit sherkhane","/channel/UCTQvMj2SGxaNifpjkFbzKEA","https://yt3.ggpht.com/a/AATXAJwlAK7mZpeRVY0mIupwMuPfXIk8gzVxzGcs4A=s32-c-k-c0xffffffff-no-rj-mo","Thanks for the foolish advice. Stupid person",1,"8 months ago",1562263859448,false
,,,,,,,,,,,,"UgySOUm2Opxzvaqry9t4AaABAg.8wwU_d5U70D8wy-rlEO1_D","R C","/channel/UCn5jhHhRWPTIuuFAN1mx0Gg","https://yt3.ggpht.com/a/AATXAJya0QX5zBzf0EudkV6kiS9yDxJO6GIOU6Hggg=s32-c-k-c0xffffffff-no-rj-mo","@rohit sherkhane 🤣🤣🙃",0,"8 months ago",1562263859449,false
"Ugy5le1VzzEXyNfVW9N4AaABAg","M. A. SUNASARA","/channel/UCF1gu9r0_K2lpA4VYpcIEMg","https://yt3.ggpht.com/a/AATXAJyhHDIqardot-fCar0i0SCbltOKQGXVY_mq5w=s48-c-k-c0xffffffff-no-rj-mo","Aapko aur 5 saal jhuth ke khilaf ladna hai",0,"8 months ago",1562263859151,false,false,,,,,,,,,,,
"Ugy6Th4uusHvIHU2_z54AaABAg","Harikesh Kumar","/channel/UC-vwvHxUyrtawvuc4MZA1NQ","https://yt3.ggpht.com/a/AATXAJzdPaIulq8NAj7GScPcJ7Jb31ul0jU9vz1dcg=s48-c-k-c0xffffffff-no-rj-mo","Ravish sir , pura prime time khrab kr diya ishliye aap lowest TRP ho, arre Sir jab ye log vote dete samay nahi sochte why no neta not talking about environment change, koi baat q nahi krta ishme, ye toh bas vote dete hai ki kahi koi dusre caste wala hamara naa kate, khud ka doggy toh pet hoga Jaise.\nSir aapko bhi mai ek free advise dena chahta hu ki aap ish disasters k liye kisi dharm ko responsibly bataye kaam bhi jaldi hoga kr TRP bhi.",0,"8 months ago",1562263859152,false,false,,,,,,,,,,,
