"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgiGteNUsvG--HgCoAEC","surabhi gautam","/channel/UCDaYUMb42dCFIFrdDVMDsnQ","https://yt3.ggpht.com/a/AATXAJxDdoQdKHy-sSDqiheNeSp204rGmZPIRph5Ug=s48-c-k-c0xffffffff-no-rj-mo","awsm lesson",0,"2 years ago",1521469704375,false,false,,,,,,,,,,,
"Uggp3QjN4KE4IngCoAEC","Maheshwar Muralidharan","/channel/UC1J0hUFhc8EX9vPAQNzwp7Q","https://yt3.ggpht.com/a/AATXAJz4041Sjfw2BigLQws583EH6sNgmbaBYBAupQ=s48-c-k-c0xffffffff-no-rj-mo","Very informative on Indian civilian nuclear energy use. RSTV more programs similar to this is needed to create awareness",0,"5 years ago",1426775304378,false,false,,,,,,,,,,,
"UgjKeLyycl2qV3gCoAEC","VenuG","/channel/UCS-853H6onAaTT7aa7K_UeA","https://yt3.ggpht.com/a/AATXAJzukPUSASQsFboXiCRgJFJJXcqtRUZ4CziYOQ=s48-c-k-c0xffffffff-no-rj-mo","From energyskeptic dot com :\nAbstract\n""In the wake of the disaster at the Fukushima Daiichi Nuclear Power Station, opinion makers and policy makers, alike, have worked internationally to pique interest in thorium as a possible alternative fuel for commercial nuclear reactors. The key question posed has been: Could a thorium-based fuel provide advantages if deployed in current reactors? A full thorium-driven cycle used to produce and use uranium-233 for power generation has been understood to possess a range of benefits for many decades. To fully assess the practical utility of thorium use in existing light water reactors, it is necessary to critically dissect the promoted benefits of the thorium fuel cycle. The potential advantages of thorium are relatively small, the author writes, when viewed through the lens of current infrastructure and economic and political realities"".\nFrom greenpeace dot org :\n""Thorium and uranium represent the heaviest naturally occurring elements on Earth. Both were named after ancient gods: Uranus was the principal Greek god of the sky while Thor was the Norse (and broadly Germanic) god of a thunder.\nThere's a modern mythology surrounding thorium and uranium too, such as the currently very popular suggestion that thorium can replace uranium and deliver much better (safer, cheaper, fuel abundant) nuclear energy.\nWell, we've heard all these things from advocates of nuclear energy before, haven’t we? Weren’t we told in the 50’s, 60’s, 70’s, 80’s, 90’s and even until recently that all these miracles would actually be delivered by uranium fueled reactors? Yeah, something obviously went wrong because none of those dreams actually came true, despite half a century's worth of effort and hundreds of billions in subsidies poured into the nuclear industry.\nWhat are the chances that replacing the Greek god with a Germanic one will help? Would Thor take his powerful hammer and nail it all down? Not likely"".",0,"5 years ago",1426775304381,false,false,,,,,,,,,,,
"UgiW2G0R5wTcYngCoAEC","Avanish Verma","/channel/UCfKUWFj9RYcZfNVXRr5O-xw","https://yt3.ggpht.com/a/AATXAJxrs9qXERTPTc5C1YJOzHOeXihf-WZK1M3v=s48-c-k-c0xffffffff-no-rj-mo","RSTV can I please know why the previous video about fast bredder reactors was taken down ??",0,"5 years ago",1426775304384,false,false,,,,,,,,,,,
