"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"Ugxhv6QMvjWwBcEGOH54AaABAg","Raju Patel","/channel/UC8PyqMKlyZVs2bWXFyRurLw","https://yt3.ggpht.com/a/AATXAJyAVqjDDQcFQmrc0eY1lYUsjGVGWR6wHlF3Bw=s48-c-k-c0xffffffff-no-rj-mo","Thank you rstv",0,"1 week ago",1584022785236,false,false,,,,,,,,,,,
"UgxH_B-0cIqqFgHsZqp4AaABAg","Sumitra Sumitra yadav","/channel/UCOeP-dj7FJ1fae1eb9RH8Hg","https://yt3.ggpht.com/a/AATXAJwra1k-fMq37XV_sdrdA4gU9dFcp7sHhSJj3Q=s48-c-k-c0xffffffff-no-rj-mo","Thanks sir all of you teams",0,"2 weeks ago",1583417985238,false,false,,,,,,,,,,,
"Ugzf3Kctskbg7_ZyV8R4AaABAg","sanjana chouksey","/channel/UCeeCN8kUV7hdy_KhJwEOjzA","https://yt3.ggpht.com/a/AATXAJyRXfxeW6RtXhCGOuqa3cR-bYvNxH-WRCeCrA=s48-c-k-c0xffffffff-no-rj-mo","Excellent analysis... Luv u RSTV",0,"1 month ago",1582121985240,false,false,,,,,,,,,,,
"UgypQ7z4_j7wXsXzn8J4AaABAg","Vikash Beniwal","/channel/UCu98wDfKbF1SB23cb5Fkluw","https://yt3.ggpht.com/a/AATXAJzJr-mP_DE_uTnzq-qe5E420RjlYvN-AV576Q=s48-c-k-c0xffffffff-no-rj-mo","mostly all the intellectuals are condemning the govt's policies...if u will think as unbaised then u will realise it...absolutely",0,"1 month ago",1582121985241,false,false,,,,,,,,,,,
"UgyLD-kYHYsAjnEaLhx4AaABAg","Akshay Pandit","/channel/UCU1I48Mt-wY1_f-S2qVZDrg","https://yt3.ggpht.com/a/AATXAJxh1GBoVdknKOy23pGp1Eg4qjIvH2-jHG8FFw=s48-c-k-c0xffffffff-no-rj-mo","First stop free electricity..\nFor god sake stop all free schemes",3,"1 month ago",1582121985243,false,false,,,,,,,,,,,
"Ugzj5yT_RBhQnUkcoyB4AaABAg","सनातन हिंदू बसंत तिवारी","/channel/UCSYJxjLKcvn3Ug9jYcU2UHA","https://yt3.ggpht.com/a/AATXAJxJOq6z4TQMIec155G_0XcNrI__xW_XvbUglw=s48-c-k-c0xffffffff-no-rj-mo","अच्छा कार्यक्रम। नीचे जो विवरण लिखा हुआ है, वह भी हिंदी में ही लिखना चाहिए। धन्यवाद।",0,"1 month ago",1582121985244,false,false,,,,,,,,,,,
"UgzapYodnprBPSOx2DZ4AaABAg","krishnakant mishra","/channel/UC7PRitYmScsncyNIzEU4bLQ","https://yt3.ggpht.com/a/AATXAJwjtqYgWv8G762W-AHojMMpuX6T5tNt6xwg-g=s48-c-k-c0xffffffff-no-rj-mo","Mtlb gjb guru",0,"1 month ago",1582121985245,false,false,,,,,,,,,,,
"UgwM5NlKA-BqCnC9AKB4AaABAg","Dinesh Rajpurohit","/channel/UCJeaYY86-7dYzhIdvmUpluA","https://yt3.ggpht.com/a/AATXAJw1whoKY9OKEJLX_fkrkK6xswE25EKqWXooHg=s48-c-k-c0xffffffff-no-rj-mo","Debet me  wo answer nhi hai jo dusre video me hote hai",3,"1 month ago",1582121985246,false,true,"EkQSC1JPeUN4d1BOb2lRwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd3TTVObEtBLUJxQ25DOUFLQjRBYUFCQWciAggAKhhVQ0lTZ25TTndxUTJpOGxoQ3VuM0t0UWcyC1JPeUN4d1BOb2lRQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgwM5NlKA-BqCnC9AKB4AaABAg.94Ri0NGR4Bm94RknIzYcdV","पुष्पक आयुष !","/channel/UCABw6OgP9G07kVCCV6AK6Ag","https://yt3.ggpht.com/a/AATXAJzVyONvW3hok5rdQuf1TqkOwqP_kWqy0GEkQg=s32-c-k-c0xffffffff-no-rj-mo","Itni information kafi nahi hai kya ?",0,"1 month ago",1582121985530,false
"UgwWtcdAeEg2ieOYh9t4AaABAg","Your Knowledge","/channel/UC_-nQ510ZpRqcEtsLU01OXQ","https://yt3.ggpht.com/a/AATXAJwEnBrsWF6CXqzlZrQLSSlz1o5NtQ-N5b8MTQ=s48-c-k-c0xffffffff-no-rj-mo","👍",0,"1 month ago",1582121985248,false,false,,,,,,,,,,,
"UgzJnYpbv27v1ZOrPTp4AaABAg","laxman chaudhary","/channel/UCLPNoI-quwoAYfIiQRHtTlg","https://yt3.ggpht.com/a/AATXAJzVuU1Qh5Gs-RrJy-u3thbtH_FHM5RjQprXxA=s48-c-k-c0xffffffff-no-rj-mo","What is elboroom? please explain",0,"1 month ago",1582121985249,false,true,"EkQSC1JPeUN4d1BOb2lRwAEAyAEA4AEBogINKP___________wFAAMICGxoXaHR0cHM6Ly93d3cueW91dHViZS5jb20iABgGMk0aSxIaVWd6Sm5ZcGJ2Mjd2MVpPclBUcDRBYUFCQWciAggAKhhVQ0lTZ25TTndxUTJpOGxoQ3VuM0t0UWcyC1JPeUN4d1BOb2lRQAFICg%3D%3D",1,,,,,,,,,
,,,,,,,,,,,,"UgzJnYpbv27v1ZOrPTp4AaABAg.94RW8eliPOh94RzU12a8YD","Ayoushi Gupta","/channel/UCvQ2wH7LdKoRimXmgeiOPLg","https://yt3.ggpht.com/a/AATXAJxey-l61yFbjMJTZG2K_E7KLmOfzYfuswJ_Eg=s32-c-k-c0xffffffff-no-rj-mo","Its elbow room...  Means space to move freely...",1,"1 month ago",1582121985551,false
"UgwKYsesf8z01JNW2m14AaABAg","A. b.","/channel/UCNA3qdzv6h0sNa15dPOvk6g","https://yt3.ggpht.com/a/AATXAJzWLPwot1WVOwFmZcb-Can4HYGwqX0JFBIAgg=s48-c-k-c0xffffffff-no-rj-mo","Growing India needs such type of debate.",1,"1 month ago",1582121985250,false,false,,,,,,,,,,,
"Ugzl_oZ3HmWcXv4zNOd4AaABAg","Shubham Sen","/channel/UCTPDQrdnvdEDF77dLbFvnZw","https://yt3.ggpht.com/a/AATXAJw_zpErUQTd4PWQHQvryWlAAvxPtsp0cDMiHw=s48-c-k-c0xffffffff-no-rj-mo","Thank You RSTV👍",0,"1 month ago",1582121985251,false,false,,,,,,,,,,,
"UgxLVyX3OImlCVOtxpF4AaABAg","संजय सिंह","/channel/UCZbiL_28kkVnq55NKGxb_xg","https://yt3.ggpht.com/a/AATXAJw_AIcUPdcJ1jobv2kbqA6XND3dCUALG81BSw=s48-c-k-c0xffffffff-no-rj-mo","Anil Rajdan sir....\nApne bahut kuchh clear kiye..\nThanks",1,"1 month ago",1582121985252,false,false,,,,,,,,,,,
"UgwdFKQDadjv7lw1e9J4AaABAg","RAJESH KUMAR MAURYA","/channel/UC3OnwOZb6f4xkXfuDC-xp6w","https://yt3.ggpht.com/a/AATXAJw8qmM_j-6pOeM7JZ9HIFYw8wMNvj2_8xqGDw=s48-c-k-c0xffffffff-no-rj-mo","Thanks sir",0,"1 month ago",1582121985253,false,false,,,,,,,,,,,
"UgwANTCMU3nLzvWw7R54AaABAg","Kumar Anil","/channel/UC0FDec0Yj7nrzvWjSJ8GJJw","https://yt3.ggpht.com/a/AATXAJzD4OAMuFZYZYY2Wwh-UoSmiTQMEByQSUXD=s48-c-k-c0xffffffff-no-rj-mo","Thank you sir/rs.",0,"1 month ago",1582121985254,false,false,,,,,,,,,,,
"UgxiOIEw0uFtkR6-R994AaABAg","JAGAT KAUSHIK","/channel/UCuKmQpuwhaOWdbRsP0ah4xQ","https://yt3.ggpht.com/a/AATXAJwlIK-6566Aq3K2-ieFncVGgGW2Jz2u9eNjeQ=s48-c-k-c0xffffffff-no-rj-mo","Thanks rstv",0,"1 month ago",1582121985255,false,false,,,,,,,,,,,
"UgyfbVDp86fzoaUOKlR4AaABAg","Ayush Singh","/channel/UCXfxzJKzSlHuRTRfSMpw4rA","https://yt3.ggpht.com/a/AATXAJzsGpKtYEExlf8DljbsK6z_pFj5BL9n_E99zA=s48-c-k-c0xffffffff-no-rj-mo","Make it a 1 hour show",0,"1 month ago",1582121985256,false,false,,,,,,,,,,,
"UgzEIW8IDHQWItz6_al4AaABAg","Se Sharma","/channel/UCLyBoGwGRJqecHEuAQoc8FQ","https://yt3.ggpht.com/a/AATXAJxGx_T60kVOKb0MOy1--RcLUsWp6aKh2mPT-g=s48-c-k-c0xffffffff-no-rj-mo","Superb RSTV",0,"1 month ago",1582121985257,false,false,,,,,,,,,,,
"UgwK-a847fYI4KC0DH94AaABAg","Micro biology IAs","/channel/UCdXLQYaMco6r9uqwfZHKX9w","https://yt3.ggpht.com/a/AATXAJwUHiv9XCcYLps2d_E4yNMBuxNkMtBJPkXUxA=s48-c-k-c0xffffffff-no-rj-mo","Thank you so much 🇮🇳🙏🌻✌😘",1,"1 month ago",1582121985258,false,false,,,,,,,,,,,
"Ugx9Sf98pO2eVG1EvW94AaABAg","Raymund Vincent Reyes","/channel/UCdhWGm8bqLFIvnERk5GQxWg","https://yt3.ggpht.com/a/AATXAJzTtMsWZLyqySInIxCj1BYeWsBvmAxGiXGbyw=s48-c-k-c0xffffffff-no-rj-mo","Namaskar Sir Kavindra Sachan ji... :)\nDhanyavad RSTV..",1,"1 month ago",1582121985259,false,false,,,,,,,,,,,
"Ugzb1wU2deZSUByReEB4AaABAg","Dharmendra Kumar","/channel/UC9b8IOkGjwcFk3dHlS-WnaA","https://yt3.ggpht.com/a/AATXAJwFNYAw3-V-iV4Y-OHcpQgmVkO6lgjpekSyGQ=s48-c-k-c0xffffffff-no-rj-mo","Thanks rst for that news",0,"1 month ago",1582121985857,false,false,,,,,,,,,,,
"UgzZxfmtxmQxVLVcDYB4AaABAg","sunita kashyap","/channel/UCOHnjNywplvYXG30sS2pYFw","https://yt3.ggpht.com/a/AATXAJzx4Zq6w1HEitmHWhwYAoAtTBxTv0CxQUMsUw=s48-c-k-c0xffffffff-no-rj-mo","Thanks rstv",0,"1 month ago",1582121985859,false,false,,,,,,,,,,,
"Ugxlt0pOvbzKyN_kRy94AaABAg","Vishal Tripathi","/channel/UC6-jDbeh75K-7m_youbg6nw","https://yt3.ggpht.com/a/AATXAJzvu_SWhCH2OQgDQpKcFiKw90WYKdEb9DJnew=s48-c-k-c0xffffffff-no-rj-mo","Proud first viewer 😊💓",1,"1 month ago",1582121985861,false,false,,,,,,,,,,,
